URL,Name,Head Synonym,Compound Name,CAS Number,Molecular Weight,Formula,Appearance,Assay,Specific Gravity,Refractive Index,Melting Point,Boiling Point,Flash Point,Odor Type,Odor Strength,Threshold,Description,Source,Soluble In,Insoluble In
http://www.thegoodscentscompany.com/data/rw1059521.html,2-methyl-1-butanol,2-methylbutan-1-ol,2-methylbutan-1-ol,137-32-6,88.14984000,C5 H12 O,colorless clear liquid (est),99.00 to 100.00 sum of isomers,0.81500 to 0.82000 @  25.00 °C.,1.40900 to 1.41200 @  20.00 °C.,Tidak ditemukan,128.00 to  130.00 °C. @  760.00 mm Hg,110.00 °F. TCC (   43.33 °C. ),ethereal,medium,at 100.00 %.,ethereal fusel alcoholic fatty greasy  winey whiskey leathery cocoa,"Luebke, William  tgsc, (2021)","alcohol; water, 3.22e+004 mg/L @ 25 °C (est); water, 2.97E+04 mg/L @ 25 °C (exp)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1008921.html,2-methyl butyraldehyde,2-methylbutyraldehyde,2-methylbutanal,96-17-3,86.13390000,C5 H10 O,colorless to pale yellow clear liquid (est),98.00 to 100.00 sum of isomers,0.80000 to 0.81000 @  25.00 °C.,1.38600 to 1.39400 @  20.00 °C.,91.00 °C. @  760.00 mm Hg,90.00 to   93.00 °C. @  760.00 mm Hg,40.00 °F. TCC (    4.44 °C. ),cocoa,"high ,recommend smelling in a 1.00 % solution or less",at 1.00 % in dipropylene glycol.,musty cocoa phenolic coffee nutty malty fermented fatty alcoholic,"Luebke, William  tgsc, (2021)","alcohol; water, 1.123e+004 mg/L @ 25 °C (est)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1011821.html,3-methyl-1-pentanol,3-methylpentan-1-ol,3-methylpentan-1-ol,589-35-5,102.17678000,C6 H14 O,colorless clear liquid (est),99.00 to 100.00,0.82100 to 0.82900 @  25.00 °C.,1.41600 to 1.42300 @  20.00 °C.,Tidak ditemukan,151.00 to  152.00 °C. @  760.00 mm Hg,138.00 °F. TCC (   58.89 °C. ),fermented,medium,at 100.00 %.,fusel cognac wine cocoa green fruity,,"alcohol; water, 1.195e+004 mg/L @ 25 °C (est); water, 4300 mg/L @ 25 °C (exp)",water
http://www.thegoodscentscompany.com/data/rw1036561.html,isoamyl 2-methyl butyrate,isoamyl 2-methylbutyrate,3-methylbutyl 2-methylbutanoate,27625-35-0,172.26780000,C10 H20 O2,colorless clear liquid (est),95.00 to 100.00,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,"185.00 to  186.00 °C. @  760.00 mm Hg, 41.00 °C. @    1.50 mm Hg",167.00 °F. TCC (   75.00 °C. ),fruity,Tidak ditemukan,at 10.00 % in dipropylene glycol.,sweet fruity citrus cherry blueberry apple,,"alcohol; oils; water, 44.59 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rw1022441.html,cocoa pentenal,4-methyl-2-phenyl-2-pentenal,(Z)-4-methyl-2-phenylpent-2-enal,26643-91-4 (Z),174.24278000,C12 H14 O,colorless to pale yellow clear liquid (est),90.00 to 100.00 sum of isomers,0.97400 to 0.98400 @  25.00 °C.,1.53000 to 1.53800 @  20.00 °C.,Tidak ditemukan,"82.00 to   87.00 °C. @    0.70 mm Hg, 265.00 to  266.00 °C. @  760.00 mm Hg",230.00 °F. TCC (  110.00 °C. ),chocolate,medium,at 100.00 %.,sweet cocoa nutty rose powdery,"Luebke, William  tgsc, (1991)","alcohol; dipropylene glycol; water, 93.9 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rw1003932.html,para-methyl anisole,p-methylanisole,1-methoxy-4-methylbenzene,104-93-8,122.16690000,C8 H10 O,colorless clear liquid (est),99.00 to 100.00,0.99600 to 1.00400 @  25.00 °C.,1.51000 to 1.51300 @  20.00 °C.,-32.00 °C. @  760.00 mm Hg,175.50 °C. @  760.00 mm Hg,128.00 °F. TCC (   53.33 °C. ),naphthyl,"high ,recommend smelling in a 1.00 % solution or less",at 1.00 % in dipropylene glycol.,naphthyl cresol ylang powdery nutty,"Luebke, William  tgsc, (1996)","alcohol; dipropylene glycol; fixed oils; water, 527.1 mg/L @ 25 °C (est)",glycerin; propylene glycol; water
http://www.thegoodscentscompany.com/data/rw1005601.html,maltyl isobutyrate,maltol isobutyrate,(2-methyl-4-oxopyran-3-yl) 2-methylpropanoate,65416-14-0,196.20244000,C10 H12 O4,colorless to pale yellow liquid (est),96.00 to 100.00,1.14100 to 1.15100 @  25.00 °C.,1.49300 to 1.50100 @  20.00 °C.,Tidak ditemukan,"176.00 °C. @    7.00 mm Hg, 125.00 °C. @    0.10 mm Hg",200.00 °F. TCC (   93.33 °C. ),caramellic,"medium ,recommend smelling in a 10.00 % solution or less",at 10.00 % in propylene glycol.,sweet strawberry fruity tropical berry cotton candy,"Luebke, William  tgsc, (1997)","alcohol; water, 1628 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rw1041871.html,"(E,E/E,Z)-tobacco cyclohexenone",tabanon (Symrise),Tidak ditemukan,13215-88-8,190.28566000,C13 H18 O,pale yellow to yellow clear liquid (est),95.00 to 100.00 sum of isomers,0.98500 to 1.00500 @  25.00 °C.,1.53600 to 1.55600 @  20.00 °C.,Tidak ditemukan,288.00 to  289.00 °C. @  760.00 mm Hg,> 200.00 °F. TCC ( > 124.80 °C. ),tobacco,medium,at 100.00 %.,sweet acorn nut skin tobacco spicy,"Luebke, William  tgsc, (2009)","alcohol; water, 12.48 mg/L @ 25 °C (est)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1038151.html,mint lactone,mintlactone,"3,6-dimethyl-5,6,7,7a-tetrahydro-4H-1-benzofuran-2-one",13341-72-5,166.21998000,C10 H14 O2,colorless clear liquid (est),98.00 to 100.00,1.05800 to 1.06300 @  25.00 °C.,1.49700 to 1.50300 @  20.00 °C.,Tidak ditemukan,"87.00 to   89.00 °C. @   25.00 mm Hg, 302.00 to  303.00 °C. @  760.00 mm Hg",176.00 °F. TCC (   80.00 °C. ),tonka,Tidak ditemukan,at 100.00 %.,sweet creamy coumarin coconut powdery tobacco spearmint,,"alcohol; water, slightly; water, 725.4 mg/L @ 25 °C (est)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1020381.html,menthyl isovalerate,p-menth-3-yl isovalerate,(5-methyl-2-propan-2-ylcyclohexyl) 3-methylbutanoate,16409-46-4,240.38656000,C15 H28 O2,colorless clear oily liquid (est),98.00 to 100.00,0.90900 @  25.00 °C.,Tidak ditemukan,Tidak ditemukan,260.00 to  262.00 °C. @  750.00 mm Hg,230.00 °F. TCC (  110.00 °C. ),fruity,medium,at 100.00 %.,fruity cooling sweet woody,,"alcohol; water, 0.3057 mg/L @ 25 °C (est)",water
