URL,Name,Head Synonym,Compound Name,CAS Number,Molecular Weight,Formula,Appearance,Assay,Specific Gravity,Refractive Index,Melting Point,Boiling Point,Flash Point,Odor Type,Odor Strength,Threshold,Description,Source,Soluble In,Insoluble In
http://www.thegoodscentscompany.com/data/rw1273421.html,phenolphthalein,"1(3H)-isobenzofuranone, 3,3-bis(4-hydroxyphenyl)-","3,3-bis(4-hydroxyphenyl)-2-benzofuran-1-one",77-09-8,318.32838000,C20 H14 O4,white or yellowish-white to pale orange fine crystalline powder (est),95.00 to 100.00,Tidak ditemukan,Tidak ditemukan,262.50 °C. @  760.00 mm Hg,557.79 °C. @  760.00 mm Hg (est),404.00 °F. TCC (  206.50 °C. ) (est),Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,"water, 400 mg/L @ 25 °C (exp); water, 318.6 mg/L @ 25 °C (est)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1029321.html,propyl propionate,"propionic acid, propyl ester",propyl propanoate,106-36-5,116.16004000,C6 H12 O2,colorless to pale yellow clear liquid (est),98.00 to 100.00,0.88200 to 0.88400 @  20.00 °C.,1.39200 to 1.39500 @  20.00 °C.,-76.00 to  -75.00 °C. @  760.00 mm Hg,"122.00 to  124.00 °C. @  760.00 mm Hg, 50.00 to   51.00 °C. @   50.00 mm Hg",67.00 °F. TCC (   19.44 °C. ),chemical,Tidak ditemukan,at 100.00 %.,sharp chemical pungent sweet fruity pineapple winey,,"alcohol; water, 2745 mg/L @ 25 °C (est); water, 5300 mg/L @ 25 °C (exp)",water
http://www.thegoodscentscompany.com/data/rw1000382.html,propylene glycol,"DL-1,2-propanediol","propane-1,2-diol",57-55-6,76.09516000,C3 H8 O2,colorless clear oily liquid (est),99.00 to 100.00,1.03400 to 1.03700 @  25.00 °C.,1.42500 to 1.43500 @  20.00 °C.,-60.00 to  -59.00 °C. @  760.00 mm Hg,"187.00 to  188.00 °C. @  760.00 mm Hg, 149.70 °C. @  200.00 mm Hg",225.00 °F. TCC (  107.22 °C. ),odorless,none,at 100.00 %.,odorless very slight alcoholic,"Luebke, William  tgsc, (1981)","ether; miscible with water, acetone, chloroform; solvent for rosin; will dissolve many essential oils; water, 1000000 mg/L @ 20 °C (exp)",paraffin oil; fixed oils
http://www.thegoodscentscompany.com/data/rw1003422.html,para-tolualdehyde,p-cresyl aldehyde,4-methylbenzaldehyde,104-87-0,120.15096000,C8 H8 O,pale yellow clear oily liquid (est),95.00 to 100.00,1.01200 to 1.01800 @  25.00 °C.,1.54200 to 1.54800 @  20.00 °C.,-6.00 °C. @  760.00 mm Hg,204.00 °C. @  760.00 mm Hg,176.00 °F. TCC (   80.00 °C. ),fruity,"high ,recommend smelling in a 5.00 % solution or less",at 5.00 % in dipropylene glycol.,fruity cherry deep phenolic,"Luebke, William  tgsc, (1996)","alcohol; water, 2270 mg/L @ 25 °C (exp)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/ab1101871.html,vanilla bean absolute (vanilla planifolia),vanilla planifolia fruit absolute,vanilla spp. fruit absolute,8024-06-4,Tidak ditemukan,Tidak ditemukan,black brown solid paste (est),Tidak ditemukan,1.01900 to 1.02100 @  25.00 °C.,1.43000 to 1.45000 @  20.00 °C.,Tidak ditemukan,Tidak ditemukan,> 200.00 °F. TCC ( >  93.33 °C. ),vanilla,medium,at 100.00 %.,sweet vanilla bean balsamic caramellic creamy gourmand toffee powdery,"Luebke, William  tgsc, (1990)","water, 6875 mg/L @ 25 °C (est); dipropylene glycol - slightly cloudy; alcohol 75% water 25%",benzyl benzoate
http://www.thegoodscentscompany.com/data/es1024101.html,geranium rose oil,pelargonium roseum (andrews) w. t. aiton oil,pelargonium roseum (andrews) w. t. aiton oil,90082-55-6,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,floral,Tidak ditemukan,at 100.00 %.,floral geranium,,"water, 0.3194 mg/L @ 25 °C (est)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1029521.html,(Z)-oleic acid,(Z)-9-octadecenoic acid,(Z)-octadec-9-enoic acid,112-80-1,282.46738000,C18 H34 O2,colorless to pale yellow liquid (est),Tidak ditemukan,0.88200 to 0.89100 @  25.00 °C.,1.45950 to 1.46400 @  20.00 °C.,13.00 to   14.00 °C. @  760.00 mm Hg,194.00 to  195.00 °C. @    1.20 mm Hg,235.00 °F. TCC (  112.78 °C. ),fatty,low,at 100.00 %.,faint fatty waxy lard fried,,"paraffin oil; water, 0.01151 mg/L @ 25 °C (est)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1027961.html,1-penten-3-ol,pent-1-en-3-ol,pent-1-en-3-ol,616-25-1,86.13390000,C5 H10 O,colorless to pale yellow clear liquid (est),98.00 to 100.00 sum of isomers,0.83500 to 0.83800 @  25.00 °C.,1.42300 to 1.42700 @  20.00 °C.,Tidak ditemukan,"114.00 °C. @  760.00 mm Hg, 32.00 °C. @   15.00 mm Hg",77.00 °F. TCC (   25.00 °C. ),green,"high ,recommend smelling in a 1.00 % solution or less",at 1.00 % in dipropylene glycol.,ethereal horseradish green radish chrysanthemum vegetable tropical fruity,"Luebke, William  tgsc, (2017)","alcohol; water, 4.526e+004 mg/L @ 25 °C (est); water, 9.01E+04 mg/L @ 25 °C (exp)",water
http://www.thegoodscentscompany.com/data/rw1007032.html,citronellol,"3,7-dimethyl-6-octenol","3,7-dimethyloct-6-en-1-ol",26489-01-0,156.26860000,C10 H20 O,colorless to pale yellow clear liquid (est),95.00 to 100.00,0.85000 to 0.86000 @  25.00 °C.,1.45000 to 1.46000 @  20.00 °C.,Tidak ditemukan,"225.00 °C. @  760.00 mm Hg, 105.00 to  105.50 °C. @   15.00 mm Hg",> 200.00 °F. TCC ( >  93.33 °C. ),floral,medium,at 100.00 %.,floral leather waxy rose bud citrus,"Luebke, William  tgsc, (1981)","alcohol; kerosene; water, 105.5 mg/L @ 25 °C (est); paraffin oil; fixed oils; dipropylene glycol; benzyl benzoate",water; glycerin
http://www.thegoodscentscompany.com/data/rw1029481.html,2-tridecanone,methyl undecyl ketone,tridecan-2-one,593-08-8,198.34942000,C13 H26 O,white crystalline solid (est),98.00 to 100.00,0.82200 @  25.00 °C.,1.43500 @  20.00 °C.,29.00 to   31.00 °C. @  760.00 mm Hg,"134.00 °C. @   10.00 mm Hg, 195.00 °C. @  110.00 mm Hg",225.00 °F. TCC (  107.22 °C. ),waxy,"medium ,recommend smelling in a 10.00 % solution or less",at 10.00 % in dipropylene glycol.,fatty waxy dairy milky coconut nutty herbal earthy,,"alcohol; dipropylene glycol; water, 4.53 mg/L @ 25 °C (est)",water
