URL,Name,Head Synonym,Compound Name,CAS Number,Molecular Weight,Formula,Appearance,Assay,Specific Gravity,Refractive Index,Melting Point,Boiling Point,Flash Point,Odor Type,Odor Strength,Threshold,Description,Source,Soluble In,Insoluble In
https://www.thegoodscentscompany.com/data/rw1023221.html,sulfurol,4-methyl-5-thiazoleethanol,"2-(4-methyl-1,3-thiazol-5-yl)ethanol",137-00-8,143.20893000,C6 H9 N O S,colorless to pale yellow clear oily liquid (est),96.00 to 100.00,1.19200 to 1.21000 @  25.00 °C.,1.54800 to 1.55200 @  20.00 °C.,Tidak ditemukan,"135.00 °C. @    7.00 mm Hg, 279.00 to  281.00 °C. @  760.00 mm Hg",> 230.00 °F. TCC ( > 110.00 °C. ),meaty,Tidak ditemukan,at 100.00 %.,fatty cooked beef juice,"Luebke, William  tgsc, (1997)","alcohol; water; water, 9081 mg/L @ 25 °C (est)",Tidak ditemukan
https://www.thegoodscentscompany.com/data/rw1008191.html,para-methyl acetophenone,4'-methylacetophenone,1-(4-methylphenyl)ethanone,122-00-9,134.17790000,C9 H10 O,colorless clear liquid (est),95.00 to 100.00,0.99900 to 1.01000 @  25.00 °C.,1.53200 to 1.53600 @  20.00 °C.,-23.00 to  -24.00 °C. @  760.00 mm Hg,222.00 to  226.00 °C. @  756.00 mm Hg,198.00 °F. TCC (   92.22 °C. ),floral,"medium ,recommend smelling in a 10.00 % solution or less",at 10.00 % in dipropylene glycol.,hawthorn sweet mimosa coumarin cherry acetophenone,"Luebke, William  tgsc, (1987)","ethyl alcohol, 10 vol. of 50% alcohol; fixed oils; propylene glycol; water, 1424 mg/L @ 25 °C (est); water, 372 mg/L @ 15 °C (exp)",glycerin; water
https://www.thegoodscentscompany.com/data/rw1008621.html,maple furanone,5-ethyl-3-hydroxy-4-methyl-2(5H)-furanone,5-ethyl-3-hydroxy-4-methyl-5H-furan-2-one,698-10-2,142.15430000,C7 H10 O3,pale yellow to yellow solid or liquid (est),95.00 to 100.00,1.13400 to 1.14400 @  25.00 °C.,1.48600 to 1.49300 @  20.00 °C.,31.00 to   35.00 °C. @  760.00 mm Hg,"102.00 to  103.00 °C. @    0.50 mm Hg, 83.00 to   86.00 °C. @    0.50 mm Hg",201.00 °F. TCC (   93.89 °C. ),caramellic,"very high ,recommend smelling in a 0.01 % solution or less",at 0.01 % in dipropylene glycol.,sweet fruity caramellic maple fenugreek brown sugar nutty chicory praline butterscotch,"Luebke, William  tgsc, (2017)","alcohol; water, 7.439e+004 mg/L @ 25 °C (est)",Tidak ditemukan
https://www.thegoodscentscompany.com/data/rw1035461.html,cocoa hexenal,5-methyl-2-phenyl-2-hexenal,(Z)-5-methyl-2-phenylhex-2-enal,21834-92-4 (Z),188.26972000,C13 H16 O,colorless to yellow clear liquid (est),96.00 to 100.00 sum of isomers,0.97000 to 0.97600 @  25.00 °C.,1.53100 to 1.53600 @  20.00 °C.,Tidak ditemukan,"96.00 to  100.00 °C. @    0.70 mm Hg, 290.00 to  291.00 °C. @  760.00 mm Hg",> 230.00 °F. TCC ( > 110.00 °C. ),chocolate,"medium ,recommend smelling in a 10.00 % solution or less",at 100.00 %.,aldehydic bitter cocoa nut skin green sweet chocolate fruity butyric,"Luebke, William  tgsc, (2009)","alcohol; dipropylene glycol; water, 30.53 mg/L @ 25 °C (est)",water
https://www.thegoodscentscompany.com/data/rw1012761.html,6-methyl coumarin,6-methylcoumarin,6-methylchromen-2-one,92-48-8,160.17216000,C10 H8 O2,white crystals (est),99.00 to 100.00,Tidak ditemukan,Tidak ditemukan,73.00 to   79.00 °C. @  760.00 mm Hg,303.00 °C. @  725.00 mm Hg,> 230.00 °F. TCC ( > 110.00 °C. ),coconut,"medium ,recommend smelling in a 1.00 % solution or less",at 1.00 % in dipropylene glycol.,coconut creamy powdery coumarinic tonka cinnamyl vanilla floral earthy,"Luebke, William  tgsc, (2021)","alcohol; water, very slightly; water, 1189 mg/L @ 25 °C (est)",water
https://www.thegoodscentscompany.com/data/rw1008971.html,coriander heptenol,6-methylhept-5-en-2-ol,6-methylhept-5-en-2-ol,1569-60-4,128.21472000,C8 H16 O,colorless clear liquid (est),95.00 to 100.00,0.84800 to 0.85400 @  25.00 °C.,1.44700 to 1.45300 @  20.00 °C.,Tidak ditemukan,"78.00 °C. @   14.00 mm Hg, 178.00 to  179.00 °C. @  760.00 mm Hg",154.00 °F. TCC (   67.78 °C. ),green,Tidak ditemukan,at 1.00 % in dipropylene glycol.,sweet oily green coriander,,"alcohol; water, slightly; water, 1919 mg/L @ 25 °C (est)",water
https://www.thegoodscentscompany.com/data/rw1018301.html,9-decenoic acid,caproleic acid,dec-9-enoic acid,14436-32-9,170.25186000,C10 H18 O2,colorless to pale yellow clear liquid (est),95.00 to 100.00 sum of isomers,0.89300 to 0.91300 @  20.00 °C.,1.44500 to 1.44900 @  20.00 °C.,Tidak ditemukan,"269.00 to  271.00 °C. @  760.00 mm Hg, 95.00 °C. @    0.10 mm Hg",230.00 °F. TCC (  110.00 °C. ),waxy,"medium ,recommend smelling in a 10.00 % solution or less",at 10.00 % in dipropylene glycol.,waxy green fruity fatty soapy,,"alcohol; water, 74.1 mg/L @ 25 °C (est)",water
https://www.thegoodscentscompany.com/data/rw1019471.html,acetaldehyde,ethylaldehyde,acetaldehyde,75-07-0,44.05308000,C2 H4 O,colorless clear liquid (exp),99.00 to 100.00,0.77600 to 0.78600 @  20.00 °C.,1.32300 to 1.33700 @  20.00 °C.,-125.00 to -123.00 °C. @  760.00 mm Hg,"20.00 to   21.00 °C. @  760.00 mm Hg, -54.00 to  -53.00 °C. @   15.00 mm Hg",-40.00 °F. TCC (  -40.00 °C. ),ethereal,"high ,recommend smelling in a 0.10 % solution or less",at 0.10 % in propylene glycol.,pungent ethereal aldehydic fruity,"Luebke, William  tgsc, (2017)","acetone; alcohol; can be salted out of water with calcium chloride; ethyl ether; water, 1.00E+06 mg/L @ 25 °C (exp)",Tidak ditemukan
https://www.thegoodscentscompany.com/data/rw1007331.html,acetoin,3-hydroxy-2-butanone,3-hydroxybutan-2-one,513-86-0,88.10616000,C4 H8 O2,colorless to pale yellow liquid to solid (est),96.00 to 100.00,0.99500 to 1.01900 @  25.00 °C.,1.41700 to 1.42200 @  20.00 °C.,90.00 to   91.00 °C. @  760.00 mm Hg,147.00 to  148.00 °C. @  760.00 mm Hg,113.00 °F. TCC (   45.00 °C. ),buttery,"high ,recommend smelling in a 1.00 % solution or less",at 1.00 % in dipropylene glycol.,sweet buttery creamy dairy milky fatty,"Luebke, William  tgsc, (2017)","alcohol; propylene glycol; water, 1000000 mg/L @ 20 °C (exp)",fixed oils
https://www.thegoodscentscompany.com/data/rw1097191.html,acetic acid,ethanoic acid,acetic acid,64-19-7,60.05228000,C2 H4 O2,colorless clear liquid (est),95.00 to 100.00,1.04700 to 1.05900 @  25.00 °C.,1.36600 to 1.37600 @  20.00 °C.,16.60 to   16.70 °C. @  760.00 mm Hg,"117.00 to  118.00 °C. @  760.00 mm Hg, 48.00 to   49.00 °C. @   50.00 mm Hg",104.00 °F. TCC (   40.00 °C. ),acidic,"high ,recommend smelling in a 10.00 % solution or less",at 10.00 % in propylene glycol.,sharp pungent sour vinegar,,"alcohol; water, 4.759e+005 mg/L @ 25 °C (est); water, 1.00E+06 mg/L @ 25 °C (exp)",Tidak ditemukan
