URL,Name,Head Synonym,Compound Name,CAS Number,Molecular Weight,Formula,Appearance,Assay,Specific Gravity,Refractive Index,Melting Point,Boiling Point,Flash Point,Odor Type,Odor Strength,Threshold,Description,Source,Soluble In,Insoluble In
https://www.thegoodscentscompany.com/data/rw1015272.html,methyl dihydrojasmonate,hedione (Firmenich),methyl 3-oxo-2-pentylcyclopentaneacetate,24851-98-7,226.31594000,C13 H22 O3,colorless to pale yellow clear oily liquid (est),98.00 to 100.00 sum of isomers,0.99700 to 1.00600 @  25.00 °C.,1.45800 to 1.46200 @  20.00 °C.,Tidak ditemukan,"109.00 to  112.00 °C. @    0.20 mm Hg, 100.00 °C. @    0.03 mm Hg",235.00 °F. TCC (  113.00 °C. ),floral,medium,at 100.00 %.,floral oily jasmin green lactonic tropical natural,"Luebke, William  tgsc, (1996)","alcohol; isopropyl myristate; paraffin oil; propylene glycol; water, very slightly; water, 91.72 mg/L @ 25 °C (est)",Tidak ditemukan
https://www.thegoodscentscompany.com/data/rw1005891.html,heliotropin,piperonal,"1,3-benzodioxole-5-carbaldehyde",120-57-0,150.13342000,C8 H6 O3,white crystalline powder (est),98.00 to 100.00,Tidak ditemukan,Tidak ditemukan,37.00 to   39.00 °C. @  760.00 mm Hg,"263.00 to  265.00 °C. @  760.00 mm Hg, 144.00 to  145.00 °C. @   15.00 mm Hg",> 230.00 °F. TCC ( > 110.00 °C. ),floral,medium,at 100.00 %.,heliotrope flower sweet powdery coconut vanilla,"Luebke, William  tgsc, (1982)","alcohol; benzyl benzoate; dipropylene glycol; fixed oils; isopropyl myristate; propylene glycol; water, 3500 mg/L @ 25 °C (exp)",paraffin oil; glycerin
https://www.thegoodscentscompany.com/data/rw1011071.html,hexanal (aldehyde C-6),caproic aldehyde,hexanal,66-25-1,100.16084000,C6 H12 O,colorless clear liquid (est),97.00 to 100.00,0.81200 to 0.82200 @  25.00 °C.,1.39900 to 1.40900 @  20.00 °C.,-56.00 °C. @  760.00 mm Hg,130.00 to  131.00 °C. @  760.00 mm Hg,90.00 °F. TCC (   32.22 °C. ),green,"high ,recommend smelling in a 1.00 % solution or less",at 1.00 % in dipropylene glycol.,fresh green fatty aldehydic grass leafy fruity sweaty,"Luebke, William  tgsc, (1982)","alcohol; fixed oils; propylene glycol; water, 5640 mg/L @ 30 °C (exp)",water
https://www.thegoodscentscompany.com/data/rw1008541.html,hexanoic acid,caproic acid,hexanoic acid,142-62-1,116.16004000,C6 H12 O2,colorless to pale yellow clear oily liquid (est),98.00 to 100.00,0.92300 to 0.92700 @  25.00 °C.,1.41500 to 1.41800 @  20.00 °C.,-4.00 to   -3.00 °C. @  760.00 mm Hg,"202.00 to  203.00 °C. @  760.00 mm Hg, 130.00 to  131.00 °C. @   50.00 mm Hg",220.00 °F. TCC (  104.44 °C. ),fatty,"medium ,recommend smelling in a 10.00 % solution or less",at 10.00 % in propylene glycol.,sour fatty sweat cheese,"Luebke, William  tgsc, (1987)","alcohol; fixed oils; water, 1.03E+04 mg/L @ 25 °C (exp)",water
https://www.thegoodscentscompany.com/data/rw1002711.html,hexanol,hexyl alcohol,hexan-1-ol,111-27-3,102.17678000,C6 H14 O,colorless clear liquid (est),95.00 to 100.00,Tidak ditemukan,Tidak ditemukan,-52.00 to  -51.00 °C. @  760.00 mm Hg,156.00 to  157.00 °C. @  760.00 mm Hg,140.00 °F. TCC (   60.00 °C. ),herbal,Tidak ditemukan,at 10.00 % in dipropylene glycol.,ethereal fusel oil fruity alcoholic sweet green,,"alcohol; water, 6885 mg/L @ 25 °C (est); water, 5900 mg/L @ 25 °C (exp)",Tidak ditemukan
https://www.thegoodscentscompany.com/data/rw1003201.html,hexyl acetate,acetate C-6,hexyl acetate,142-92-7,144.21392000,C8 H16 O2,colorless clear oily liquid (est),98.00 to 100.00,0.86900 to 0.87700 @  20.00 °C.,1.40600 to 1.41100 @  20.00 °C.,-80.00 °C. @  760.00 mm Hg,"170.00 to  172.00 °C. @  760.00 mm Hg, 61.00 to   62.00 °C. @   12.00 mm Hg",132.00 °F. TCC (   55.56 °C. ),fruity,"medium ,recommend smelling in a 10.00 % solution or less",at 10.00 % in dipropylene glycol.,fruity green apple banana sweet,"Luebke, William  tgsc, (1983)","alcohol; ether; water, 308.7 mg/L @ 25 °C (est); water, 511 mg/L @ 25 °C (exp)",Tidak ditemukan
https://www.thegoodscentscompany.com/data/rw1023951.html,hexyl butyrate,"butyric acid, hexyl ester",hexyl butanoate,2639-63-6,172.26780000,C10 H20 O2,colorless clear liquid (est),98.00 to 100.00,Tidak ditemukan,Tidak ditemukan,-78.00 °C. @  760.00 mm Hg,204.00 to  206.00 °C. @  760.00 mm Hg,178.00 °F. TCC (   81.11 °C. ),green,"medium ,recommend smelling in a 10.00 % solution or less",at 10.00 % in dipropylene glycol.,green sweet fruity apple waxy soapy,"Luebke, William  tgsc, (1992)","alcohol; water, 33.39 mg/L @ 25 °C (est)",water
https://www.thegoodscentscompany.com/data/rw1023931.html,hexyl formate,"formic acid, hexyl ester",hexyl formate,629-33-4,130.18698000,C7 H14 O2,colorless clear liquid (est),97.00 to 100.00,0.87800 to 0.88200 @  25.00 °C.,1.40500 to 1.40900 @  20.00 °C.,-63.00 °C. @  760.00 mm Hg,155.00 to  156.00 °C. @  760.00 mm Hg,118.00 °F. TCC (   47.78 °C. ),fruity,"medium ,recommend smelling in a 10.00 % solution or less",at 10.00 % in dipropylene glycol.,apple unripe plum banana sweet,"Luebke, William  tgsc, (1989)","alcohol; water, very slightly; water, 1034 mg/L @ 25 °C (est)",water
https://www.thegoodscentscompany.com/data/rw1028161.html,hexyl hexanoate,hexyl caproate,hexyl hexanoate,6378-65-0,200.32168000,C12 H24 O2,colorless clear oily liquid (est),97.00 to 100.00,0.85800 to 0.86100 @  25.00 °C.,1.42300 to 1.42600 @  20.00 °C.,-55.00 °C. @  760.00 mm Hg,"245.00 to  246.00 °C. @  760.00 mm Hg, 84.00 to   86.00 °C. @    3.00 mm Hg",211.00 °F. TCC (   99.44 °C. ),green,Tidak ditemukan,at 10.00 % in dipropylene glycol.,herbal fresh cut grass vegetable fruity,,"alcohol; water, 3.517 mg/L @ 25 °C (est)",water
https://www.thegoodscentscompany.com/data/rw1006511.html,indole,1-benzo(b)pyrrole,1H-indole,120-72-9,117.15079000,C8 H7 N,white to amber yellow crystalline solid powder (est),97.00 to 100.00,Tidak ditemukan,Tidak ditemukan,51.00 to   54.00 °C. @  760.00 mm Hg,253.00 to  254.00 °C. @  760.00 mm Hg,> 230.00 °F. TCC ( > 110.00 °C. ),animal,"high ,recommend smelling in a 1.00 % solution or less",at 1.00 % in dipropylene glycol.,animal floral moth ball fecal naphthelene,"Luebke, William  tgsc, (1982)","alcohol; fixed oils; propylene glycol; water, 3560 mg/L @ 25 °C (exp)",glycerin
https://www.thegoodscentscompany.com/data/rw1036561.html,isoamyl 2-methyl butyrate,isoamyl 2-methylbutyrate,3-methylbutyl 2-methylbutanoate,27625-35-0,172.26780000,C10 H20 O2,colorless clear liquid (est),95.00 to 100.00,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,"185.00 to  186.00 °C. @  760.00 mm Hg, 41.00 °C. @    1.50 mm Hg",167.00 °F. TCC (   75.00 °C. ),fruity,Tidak ditemukan,at 10.00 % in dipropylene glycol.,sweet fruity citrus cherry blueberry apple,,"alcohol; oils; water, 44.59 mg/L @ 25 °C (est)",water
https://www.thegoodscentscompany.com/data/rw1006712.html,isoamyl acetate,isopentyl acetate,3-methylbutyl acetate,123-92-2,130.18698000,C7 H14 O2,colorless clear liquid (est),99.00 to 100.00,0.86000 to 0.87800 @  25.00 °C.,1.40000 to 1.40400 @  20.00 °C.,-78.00 °C. @  760.00 mm Hg,"142.00 to  143.00 °C. @  756.00 mm Hg, 30.00 °C. @    2.00 mm Hg",77.00 °F. TCC (   25.00 °C. ),fruity,"high ,recommend smelling in a 1.00 % solution or less",at 10.00 % in dipropylene glycol.,sweet fruity banana solvent,"Luebke, William  tgsc, (1983)","alcohol; fixed oils; kerosene; paraffin oil; water, 2000 mg/L @ 25 °C (exp)",water; glycerin; propylene glycol
https://www.thegoodscentscompany.com/data/rw1014671.html,isoamyl alcohol,isopentanol,3-methylbutan-1-ol,123-51-3,88.14984000,C5 H12 O,colorless to pale yellow clear liquid (est),99.00 to 100.00,0.80700 to 8.13000 @  25.00 °C.,1.40500 to 1.41000 @  20.00 °C.,-117.00 to -116.00 °C. @  760.00 mm Hg,"131.00 to  133.00 °C. @  760.00 mm Hg, 68.00 to   69.00 °C. @   50.00 mm Hg",114.00 °F. TCC (   45.56 °C. ),fermented,"medium ,recommend smelling in a 10.00 % solution or less",at 10.00 % in dipropylene glycol.,fusel oil alcoholic whiskey fruity banana,,"alcohol; water, 2.67E+04 mg/L @ 25 °C (exp)",Tidak ditemukan
https://www.thegoodscentscompany.com/data/rw1006752.html,isoamyl butyrate,3-methylbutyl butyrate,3-methylbutyl butanoate,106-27-4,158.24086000,C9 H18 O2,colorless clear liquid (est),99.00 to 100.00,0.86100 to 0.86900 @  20.00 °C.,1.40900 to 1.41300 @  20.00 °C.,Tidak ditemukan,179.00 °C. @  760.00 mm Hg,135.00 °F. TCC (   57.22 °C. ),fruity,medium,at 100.00 %.,fruity green apricot pear banana,"Luebke, William  tgsc, (1983)","alcohol; fixed oils; kerosene; paraffin oil; water, 118 mg/L @ 25 °C (exp)",water; glycerin; propylene glycol
https://www.thegoodscentscompany.com/data/rw1003311.html,isoamyl isobutyrate,isopentyl isobutyrate,3-methylbutyl 2-methylpropanoate,2050-01-3,158.24086000,C9 H18 O2,colorless clear liquid (est),98.00 to 100.00,0.85300 to 0.86000 @  25.00 °C.,1.40400 to 1.40900 @  20.00 °C.,Tidak ditemukan,168.00 to  171.00 °C. @  760.00 mm Hg,129.00 °F. TCC (   53.89 °C. ),fruity,medium,at 100.00 %.,fruity ethereal tropical green grape cherry unripe banana apple cocoa,"Luebke, William  tgsc, (2021)","alcohol; water, 136.1 mg/L @ 25 °C (est)",water
https://www.thegoodscentscompany.com/data/rw1003562.html,isoamyl isovalerate,isopentyl isovalerate,3-methylbutyl 3-methylbutanoate,659-70-1,172.26780000,C10 H20 O2,colorless clear liquid (est),98.00 to 100.00 sum of isomers,0.85100 to 0.85700 @  25.00 °C.,1.41100 to 1.41400 @  20.00 °C.,Tidak ditemukan,190.00 to  191.00 °C. @  760.00 mm Hg,152.00 °F. TCC (   66.67 °C. ),fruity,medium,at 100.00 %.,sweet fruity green ripe apple jammy tropical,"Luebke, William  tgsc, (1986)","alcohol; fixed oils; paraffin oil; water, 44.59 mg/L @ 25 °C (est)",water
https://www.thegoodscentscompany.com/data/rw1011171.html,isoamyl phenyl acetate,isopentyl phenylacetate,3-methylbutyl 2-phenylacetate,102-19-2,206.28486000,C13 H18 O2,colorless to pale yellow clear liquid (est),97.00 to 100.00,0.97300 to 0.98100 @  25.00 °C.,1.48300 to 1.48800 @  20.00 °C.,Tidak ditemukan,"268.00 °C. @  760.00 mm Hg, 265.00 to  266.00 °C. @  723.00 mm Hg",217.90 °F. TCC (  103.30 °C. ),chocolate,"medium ,recommend smelling in a 10.00 % solution or less",at 10.00 % in dipropylene glycol.,sweet honey cocoa balsam chocolate castoreum animal,"Luebke, William  tgsc, (1985)","alcohol; paraffin oil; water, 16.47 mg/L @ 25 °C (est)",water
https://www.thegoodscentscompany.com/data/rw1013631.html,isobutyl acetate,"acetic acid, isobutyl ester",2-methylpropyl acetate,110-19-0,116.16004000,C6 H12 O2,colorless clear liquid (est),98.00 to 100.00,0.86200 to 0.87100 @  25.00 °C.,1.38900 to 1.39200 @  20.00 °C.,-99.00 to  -98.00 °C. @  760.00 mm Hg,"116.50 °C. @  760.00 mm Hg, 45.00 to   46.00 °C. @   50.00 mm Hg",60.00 °F. TCC (   15.56 °C. ),fruity,"medium ,recommend smelling in a 10.00 % solution or less",at 10.00 % in dipropylene glycol.,sweet fruity ethereal banana tropical,"Luebke, William  tgsc, (1983)","alcohol; fixed oils; propylene glycol; water, 6300 mg/L @ 25 °C (exp)",water
