URL,Name,Head Synonym,Compound Name,CAS Number,Molecular Weight,Formula,Appearance,Assay,Specific Gravity,Refractive Index,Melting Point,Boiling Point,Flash Point,Odor Type,Odor Strength,Threshold,Description,Source,Soluble In,Insoluble In
http://www.thegoodscentscompany.com/data/rw1037611.html,4-methyl thiazole,4-methylthiazole,"4-methyl-1,3-thiazole",693-95-8,99.15585000,C4 H5 N S,colorless to pale yellow clear liquid (est),97.00 to 100.00,1.11800 to 1.12200 @  25.00 °C.,1.52200 to 1.52600 @  20.00 °C.,Tidak ditemukan,133.00 to  134.00 °C. @  760.00 mm Hg,90.00 °F. TCC (   32.22 °C. ),nutty,Tidak ditemukan,at 0.10 % in dipropylene glycol.,nutty green vegetable tomato,,"alcohol; water, 1.746e+004 mg/L @ 25 °C (est)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1005801.html,4-vinyl phenol,p-vinylphenol,4-ethenylphenol,2628-17-3,120.15096000,C8 H8 O,white to pale yellow solid (est),99.00 to 100.00,1.03900 @  25.00 °C.,1.54500 @  20.00 °C.,59.00 to   68.00 °C. @  760.00 mm Hg,"189.00 °C. @  760.00 mm Hg, 163.00 to  168.00 °C. @    0.50 mm Hg",140.00 °F. TCC (   60.00 °C. ),phenolic,Tidak ditemukan,at 0.01 % in propylene glycol.,chemical phenolic medicinal sweet,,"alcohol; water; water, 3302 mg/L @ 25 °C (est)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1028001.html,"4,5-dimethyl thiazole","4,5-dimethylthiazole","4,5-dimethyl-1,3-thiazole",3581-91-7,113.18279000,C5 H7 N S,colorless to yellow clear liquid (est),97.00 to 100.00,1.06700 to 1.07200 @  25.00 °C.,1.51600 to 1.52400 @  20.00 °C.,83.00 to   84.00 °C. @  760.00 mm Hg,"157.00 to  159.00 °C. @  760.00 mm Hg, 158.00 °C. @  742.00 mm Hg",125.00 °F. TCC (   51.67 °C. ),fishy,Tidak ditemukan,at 0.10 % in dipropylene glycol.,roasted nutty fishy green boiled shrimp,,"alcohol; ether; water, 1750 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rw1035761.html,nutty pyrazine,"5-methyl-6,7-dihydro-5H-cyclopentapyrazine","(7S)-7-methyl-6,7-dihydro-5H-cyclopenta[b]pyrazine",23747-48-0 (S),134.18170000,C8 H10 N2,pale yellow to yellowish orange clear liquid (est),97.00 to 100.00,1.04800 to 1.05800 @  25.00 °C.,1.52300 to 1.53300 @  20.00 °C.,121.00 to  123.00 °C. @    1.00 mm Hg,"96.00 to   99.00 °C. @   20.00 mm Hg, 200.00 to  201.00 °C. @  760.00 mm Hg",174.00 °F. TCC (   78.89 °C. ),earthy,Tidak ditemukan,at 0.10 % in dipropylene glycol.,earthy baked potato peanut roasted,,"alcohol; water, slightly; water, 2416 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rw1019481.html,acetal,acetaldehyde diethyl acetal,"1,1-diethoxyethane",105-57-7,118.17598000,C6 H14 O2,colorless clear liquid (exp),95.00 to 100.00,0.82200 to 0.83100 @  25.00 °C.,1.37800 to 1.38600 @  20.00 °C.,-100.00 °C. @  760.00 mm Hg,"102.00 to  104.00 °C. @  760.00 mm Hg, 32.00 to   33.00 °C. @   50.00 mm Hg",-5.00 °F. TCC (  -20.56 °C. ),ethereal,"high ,recommend smelling in a 1.00 % solution or less",at 1.00 % in propylene glycol.,ether green nut earthy sweet vegetable,"Luebke, William  tgsc, (2017)","alcohol; aliphatic alcohols; ethyl ether; water, 1.954e+004 mg/L @ 25 °C (est); water, 4.40E+04 mg/L @ 25 °C (exp)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1000111.html,para-acetanisole,acetanisole,1-(4-methoxyphenyl)ethanone,100-06-1,150.17710000,C9 H10 O2,white to pale yellow crystals (est),97.00 to 100.00 sum of isomers,Tidak ditemukan,Tidak ditemukan,37.00 to   40.00 °C. @  760.00 mm Hg,"152.00 to  154.00 °C. @   26.00 mm Hg, 256.00 °C. @  760.00 mm Hg",> 230.00 °F. TCC ( > 110.00 °C. ),anisic,medium,at 100.00 %.,sweet hawthorn anisic powdery balsamic acacia,"Luebke, William  tgsc, (1985)","alcohol; fixed oils; propylene glycol; water, 2474 mg/L @ 25 °C (est); water, 2470 mg/L @ C (exp)",glycerin
http://www.thegoodscentscompany.com/data/rw1057511.html,acetovanillone,1-acetyl-4-hydroxy-3-methoxybenzene,1-(4-hydroxy-3-methoxyphenyl)ethanone,498-02-2,166.17630000,C9 H10 O3,pale yellow to yellowish tan powder (est),95.00 to 100.00,Tidak ditemukan,Tidak ditemukan,113.00 to  115.00 °C. @  760.00 mm Hg,"263.00 to  265.00 °C. @   17.00 mm Hg, 297.00 °C. @  760.00 mm Hg",> 230.00 °F. TCC ( > 110.00 °C. ),vanilla,low,at 100.00 %.,faint sweet vanillin,,"alcohol; water, 5000 mg/L @ 20 °C (exp)",water
http://www.thegoodscentscompany.com/data/rs1002041.html,agar gum,gelidium spp. gum,gelidium spp. gum,9002-18-0,Tidak ditemukan,unspecified,pale beige powder (est),90.00 to 100.00,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,none,at 100.00 %.,odorless,,water,paraffin oil
http://www.thegoodscentscompany.com/data/rw1002791.html,allyl disulfide,di(2-propenyl) disulfide,3-prop-2-enyldisulfanylprop-1-ene,2179-57-9,146.27570000,C6 H10 S2,pale yellow clear liquid (est),80.00 to 100.00,1.00900 to 1.02200 @  20.00 °C.,1.54000 to 1.54500 @  20.00 °C.,Tidak ditemukan,"138.00 to  139.00 °C. @  760.00 mm Hg, 79.00 °C. @   16.00 mm Hg",121.00 °F. TCC (   49.44 °C. ),alliaceous,Tidak ditemukan,at 0.10 % in propylene glycol.,alliaceous onion garlic metallic,,"alcohol; oils; water, 71.1 mg/L @ 25 °C (est)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1002971.html,allyl sulfide,2-propenyl sulfide,3-prop-2-enylsulfanylprop-1-ene,592-88-1,114.21070000,C6 H10 S,colorless to pale yellow clear liquid (est),97.00 to 100.00,0.88700 to 0.89200 @  25.00 °C.,1.48800 to 1.49200 @  20.00 °C.,-83.00 °C. @  760.00 mm Hg,138.00 to  139.00 °C. @  760.00 mm Hg,113.00 °F. TCC (   45.00 °C. ),sulfurous,Tidak ditemukan,at 0.10 % in propylene glycol.,sulfurous onion garlic horseradish metallic,,"alcohol; ether; water, 620.5 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/es1038841.html,bitter almond oil,prunus amygdalus amara oil,prunus amygdalus amara l. oil,8013-76-1,Tidak ditemukan,unspecified,pale yellow to yellow clear liquid (est),Tidak ditemukan,1.04000 to 1.05000 @  25.00 °C.,1.54100 to 1.54600 @  20.00 °C.,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,fruity,"high ,recommend smelling in a 10.00 % solution or less",at 10.00 % in dipropylene glycol.,fruity bitter almond cherry maraschino cherry,"Luebke, William  tgsc, (1987)","alcohol; water, 6100 mg/L @ 25 °C (est)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1001011.html,alpha-amyl cinnamaldehyde,alpha-pentylcinnamaldehyde,2-benzylideneheptanal,122-40-7,202.29666000,C14 H18 O,pale yellow to yellow clear liquid (est),97.00 to 100.00 sum of isomers,0.96400 to 0.97200 @  20.00 °C.,1.55500 to 1.55900 @  20.00 °C.,80.00 °C. @  760.00 mm Hg,287.00 to  290.00 °C. @  760.00 mm Hg,> 212.00 °F. TCC ( > 100.00 °C. ),floral,medium,at 100.00 %.,sweet floral oily fruity herbal jasmin,"Luebke, William  tgsc, (1981)","ethyl alcohol, 4 vol. of 80% alcohol; fixed oils; kerosene; paraffin oil; water, 8.545 mg/L @ 25 °C (est)",water; glycerin; propylene glycol
http://www.thegoodscentscompany.com/data/rw1005972.html,alpha-hexyl cinnamaldehyde,alpha-hexylcinnamaldehyde,2-(phenylmethylidene)octanal,101-86-0,216.32360000,C15 H20 O,pale yellow to yellow clear liquid to solid (est),95.00 to 100.00,0.95200 to 0.96000 @  20.00 °C.,1.54700 to 1.55200 @  20.00 °C.,Tidak ditemukan,"174.00 to  176.00 °C. @   15.00 mm Hg, 140.00 to  142.00 °C. @    3.00 mm Hg",235.00 °F. TCC (  113.00 °C. ),floral,medium,at 100.00 %.,fresh floral green jasmin herbal waxy,"Luebke, William  tgsc, (1985)","fixed oils; paraffin oil; water, 2.75 mg/L @ 25 °C (est)",water; glycerin; propylene glycol
http://www.thegoodscentscompany.com/data/rw1001251.html,para-anisyl alcohol,4-methoxybenzyl alcohol,(4-methoxyphenyl)methanol,105-13-5,138.16610000,C8 H10 O2,white to pale yellow liquid to solid (est),98.00 to 100.00,1.10900 to 1.11700 @  20.00 °C.,1.54200 to 1.54600 @  20.00 °C.,23.00 to   25.00 °C. @  760.00 mm Hg,259.00 to  260.00 °C. @  760.00 mm Hg,230.00 °F. TCC (  110.00 °C. ),powdery,medium,at 100.00 %.,sweet powdery hawthorn lilac rose floral hyacinth,"Luebke, William  tgsc, (1983)","benzyl alcohol; ethyl alcohol, 1 vol of 50% alcohol; fixed oils; water, 2000 mg/L @ 20 °C (exp)",paraffin oil
http://www.thegoodscentscompany.com/data/rw1242111.html,docosanoic acid,N-docosanoic acid,docosanoic acid,112-85-6,340.59108000,C22 H44 O2,white waxy solid (est),95.00 to 100.00,Tidak ditemukan,Tidak ditemukan,81.00 °C. @  760.00 mm Hg,"391.00 to  392.00 °C. @  760.00 mm Hg (est), 306.00 °C. @   60.00 mm Hg",349.00 °F. TCC (  176.30 °C. ) (est),Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,"water, 0.016 mg/L @ 25 °C (exp)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1001652.html,benzyl alcohol,phenylmethyl alcohol,phenylmethanol,100-51-6,108.13996000,C7 H8 O,colorless clear oily liquid (est),98.00 to 100.00,1.04200 to 1.04700 @  20.00 °C.,1.53850 to 1.54050 @  20.00 °C.,-16.00 to  -14.00 °C. @  760.00 mm Hg,"205.00 to  206.00 °C. @  760.00 mm Hg, 124.00 to  125.00 °C. @   50.00 mm Hg",250.00 °F. TCC (   96.00 °C. ),floral,medium,at 100.00 %.,floral rose phenolic balsamic,"Luebke, William  tgsc, (1981)","ethyl alcohol, 1:1.5 in 50% alcohol; ethyl alcohol, 1:8-9 in 30% alcohol; most organic solvents; water, 1:25 in water; water, 4.29E+04 mg/L @ 25 °C (exp)",paraffin oil
