URL,Name,Head Synonym,Compound Name,CAS Number,Molecular Weight,Formula,Appearance,Assay,Specific Gravity,Refractive Index,Melting Point,Boiling Point,Flash Point,Odor Type,Odor Strength,Threshold,Description,Source,Soluble In,Insoluble In
http://www.thegoodscentscompany.com/data/rw1020772.html,raspberry ketone,4-(p-hydroxyphenyl)-2-butanone,4-(4-hydroxyphenyl)butan-2-one,5471-51-2,164.20404000,C10 H12 O2,white crystalline powder (est),98.00 to 100.00,Tidak ditemukan,Tidak ditemukan,82.00 to   84.00 °C. @  760.00 mm Hg,200.00 °C. @  760.00 mm Hg,> 200.00 °F. TCC ( >  93.33 °C. ),berry,"medium ,recommend smelling in a 10.00 % solution or less",at 10.00 % in dipropylene glycol.,sweet berry jam raspberry ripe floral,"Luebke, William  tgsc, (1992)","alcohol; dipropylene glycol; propylene glycol; water, very slightly; water, 1.346e+004 mg/L @ 25 °C (est)",paraffin oil; isopropyl myristate
http://www.thegoodscentscompany.com/data/es1651151.html,grapefruit oil,citrus paradisi peel oil,citrus paradisi macf. oil,8016-20-4,Tidak ditemukan,Tidak ditemukan,yellowish to reddish yellow clear liquid (est),Tidak ditemukan,0.84800 to 0.85600 @  25.00 °C.,1.47300 to 1.47900 @  20.00 °C.,Tidak ditemukan,171.00 °C. @  760.00 mm Hg,111.00 °F. TCC (   43.89 °C. ),citrus,medium,at 100.00 %.,sweet dry citrus bitter aldehydic terpenic fruity tropical orange,,"alcohol; water, 4.581 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rw1035651.html,(Z)-rose oxide,2-(2-methylprop-1-enyl)-4-methyltetrahydropyran,4-methyl-2-(2-methylprop-1-enyl)oxane,16409-43-1,154.25266000,C10 H18 O,pale yellow to yellow clear liquid (est),99.00 to 100.00 sum of isomers,0.86500 to 0.87300 @  25.00 °C.,1.45000 to 1.45700 @  20.00 °C.,Tidak ditemukan,"86.00 °C. @   20.00 mm Hg, 70.00 °C. @   12.00 mm Hg",157.00 °F. TCC (   69.44 °C. ),floral,"high ,recommend smelling in a 1.00 % solution or less",at 1.00 % in dipropylene glycol.,green red rose spicy fresh geranium,"Luebke, William  tgsc, (1995)","alcohol; water, 764 mg/L @ 20 °C (exp)",water
http://www.thegoodscentscompany.com/data/rw1034451.html,rum ether,pyroligneous acids ethyl esters,Tidak ditemukan,8030-89-5,Tidak ditemukan,C2 H6 O.unspecified,colorless to pale yellow clear liquid (est),80.00 to 100.00,0.80700 to 0.83600 @  25.00 °C.,1.33400 to 1.35800 @  20.00 °C.,Tidak ditemukan,65.00 to   87.00 °C. @  760.00 mm Hg,42.00 °F. TCC (    5.56 °C. ),burnt,Tidak ditemukan,at 1.00 % in propylene glycol.,acidic woody burnt meaty whiskey,,alcohol,water
http://www.thegoodscentscompany.com/data/rw1097271.html,ortho-salicylic acid,2-hydroxybenzoic acid,2-hydroxybenzoic acid,69-72-7,138.12242000,C7 H6 O3,white powder (est),99.00 to 100.00,Tidak ditemukan,Tidak ditemukan,158.00 to  161.00 °C. @  760.00 mm Hg,"211.00 °C. @   20.00 mm Hg, 336.00 to  337.00 °C. @  760.00 mm Hg",> 212.00 °F. TCC ( > 100.00 °C. ),nutty,Tidak ditemukan,at 100.00 %.,faint phenolic nutty,,"alcohol; water, 3808 mg/L @ 25 °C (est); water, 2240 mg/L @ 25 °C (exp)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/rw1006331.html,skatole,3-methylindole,3-methyl-1H-indole,83-34-1,131.17773000,C9 H9 N,white to tan powder (est),97.00 to 100.00,Tidak ditemukan,Tidak ditemukan,95.00 to   97.00 °C. @  760.00 mm Hg,265.00 to  266.00 °C. @  755.00 mm Hg,269.00 °F. TCC (  131.67 °C. ),animal,"very high ,recommend smelling in a 0.10 % solution or less",at 0.10 % in dipropylene glycol.,very strong animal fecal indole civet,"Luebke, William  tgsc, (1983)","alcohol; water, 498 mg/L @ 25 °C (exp)",Tidak ditemukan
http://www.thegoodscentscompany.com/data/ab1092941.html,spearmint absolute,mentha spicata absolute,mentha spicata herb absolute,84696-51-5,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,minty,Tidak ditemukan,at 100.00 %.,spearmint green sweet,,alcohol,water
http://www.thegoodscentscompany.com/data/rw1011092.html,styralyl acetate,gardenol,1-phenylethyl acetate,93-92-5,164.20404000,C10 H12 O2,colorless to pale yellow clear liquid (est),98.00 to 100.00 sum of isomers,1.02300 to 1.03100 @  20.00 °C.,1.49200 to 1.50400 @  20.00 °C.,Tidak ditemukan,"94.00 to   95.00 °C. @   12.00 mm Hg, 213.00 to  215.00 °C. @  760.00 mm Hg",196.00 °F. TCC (   91.11 °C. ),green,"medium ,recommend smelling in a 10.00 % solution or less",at 10.00 % in dipropylene glycol.,green leafy gardenia rhubarb musty,"Luebke, William  tgsc, (1982)","dipropylene glycol; fixed oils; kerosene; paraffin oil; water, 481.1 mg/L @ 25 °C (est)",water; glycerin
http://www.thegoodscentscompany.com/data/es1001941.html,styrax oil (liquidambar styraciflua),"essential oil of the gum exudate obtained from the trunk of the american styrax, liquidambar styraciflua l., hamamelidaceae",liquidambar styraciflua balsam oil,8024-01-9,Tidak ditemukan,Tidak ditemukan,amber brown viscous liquid (est),Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,> 212.00 °F. TCC ( > 100.00 °C. ),balsamic,medium,at 100.00 %.,sweet balsamic styrene woody,"Luebke, William  tgsc, (1982)","alcohol; water, 11.61 mg/L @ 25 °C (est)",water
http://www.thegoodscentscompany.com/data/rw1008312.html,2-METHYL HEPTENONE NATURAL,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,colorless to pale yellow clear liquid (est),97.00 to 100.00 %,0.84600 to 0.85400 @  25.00 °C.,1.43500 to 1.44500 @  20.00 °C.,-67.00 to  -68.00 °C. @  760.00 mm Hg,"72.00 to   73.00 °C. @   18.00 mm Hg, 173.10 °C. @  760.00 mm Hg",123.00 °F. TCC (   50.56 °C. ),Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,"alcohol; fixed oils; water, 3351 /mg/L @ 20 °C (exp)",water
